SA2_CODE,Total_Population,Median_age_persons,Median_tot_prsnl_inc_weekly,Total_Managers,Total_Professionals,Total_White_Collar,Total_High_Value_Professionals,Professional_Density_per_1000,Total_Professional_Industry_Workers,Professional_Industry_Concentration,Total_Flats_Apartments,Total_Separate_Houses,Commercial_Density_Proxy,Commercial_Stock_Ratio,Commercial_Opportunity_Score,Demand_Gap_Index,Is_Employment_Cluster,Is_Emerging_Cluster,Score_Professional_Demand,Score_Professional_Density,Score_Industry_Concentration,Score_Commercial_Deficit,Score_Income
108051170,13044,56,524,1539,1508,4001,3047,233.58,472,36.18,219,10122,235.5,0.02,26.17,16.52,False,False,16.82,16.68,2.76,98.6,16.12
108051171,5395,47,577,346,548,1273,894,165.68,137,25.39,154,4180,119.2,0.03,21.5,8.33,False,False,4.94,11.83,1.94,99.29,17.75
109011172,17831,36,894,2226,4403,8923,6629,371.75,1560,87.48,222,12698,165.0,0.01,36.56,31.27,False,False,36.6,26.55,6.68,99.02,27.51
109011173,10527,39,724,990,1538,3714,2528,240.12,717,68.1,25,7832,31.3,0.0,26.71,15.53,False,False,13.96,17.15,5.2,99.81,22.28
109011174,10519,45,857,1499,2660,5417,4159,395.34,858,81.56,380,6650,277.7,0.04,32.58,25.18,False,False,22.96,28.24,6.23,98.35,26.37
109011175,12507,44,755,2420,1801,5567,4221,337.46,685,54.76,4,8803,11.2,0.0,31.17,23.69,False,False,23.3,24.1,4.18,99.93,23.23
109011176,15665,40,647,1106,1597,4185,2703,172.54,812,51.83,233,11202,177.5,0.02,25.18,13.48,False,False,14.92,12.32,3.96,98.95,19.91
109021177,2897,48,701,511,268,1042,779,268.81,205,70.74,29,2206,22.1,0.01,24.31,11.74,False,False,4.3,19.2,5.4,99.87,21.57
109021178,6511,43,708,940,811,2404,1751,268.89,399,61.27,79,4360,79.6,0.02,25.74,14.37,False,False,9.67,19.21,4.68,99.53,21.78
109021179,3648,43,746,992,281,1535,1273,348.86,136,37.27,36,2277,33.3,0.01,26.17,15.94,False,False,7.03,24.92,2.85,99.8,22.95
109031180,5595,52,634,514,577,1524,1091,194.96,243,43.42,10,4257,26.8,0.01,22.88,9.96,False,False,6.02,13.93,3.32,99.84,19.51
109031181,7262,50,662,1254,650,2596,1904,262.15,288,39.65,53,5406,49.7,0.01,25.43,14.58,False,False,10.51,18.73,3.03,99.71,20.37
109031182,7038,47,688,749,983,2448,1732,246.06,462,65.63,53,5434,44.9,0.01,25.34,13.53,False,False,9.56,17.58,5.01,99.73,21.17
109031183,6837,49,638,2209,658,3478,2867,419.27,325,47.53,50,4985,48.2,0.01,29.88,22.82,False,False,15.83,29.95,3.63,99.71,19.63
109031184,6930,49,687,879,1053,2637,1932,278.75,395,56.99,25,4828,40.9,0.01,26.13,15.25,False,False,10.67,19.91,4.35,99.76,21.14
109031185,9778,52,631,1622,971,3437,2593,265.16,388,39.68,103,7248,89.8,0.01,26.5,16.54,False,False,14.32,18.94,3.03,99.47,19.42
110011186,23967,36,730,2605,5558,10514,8163,340.58,1397,58.29,1262,15948,909.2,0.05,36.93,32.83,False,False,45.07,24.33,4.45,94.6,22.46
110011187,4527,44,672,1154,494,2025,1648,363.96,209,46.16,48,3357,46.2,0.01,26.96,17.5,False,False,9.1,26.0,3.52,99.73,20.68
110011188,5894,47,716,1051,1010,2731,2061,349.62,449,76.17,48,4517,48.9,0.01,27.98,18.12,False,False,11.38,24.97,5.81,99.71,22.03
110011189,3144,50,683,981,320,1541,1301,413.67,171,54.37,104,2435,81.2,0.03,27.4,18.28,False,False,7.18,29.55,4.15,99.52,21.02
110021190,8931,50,528,1334,850,2911,2184,244.51,637,71.32,193,7152,160.6,0.02,25.55,14.62,False,False,12.06,17.47,5.44,99.05,16.25
110021191,12057,41,666,1017,1485,3458,2502,207.5,559,46.36,147,8894,129.9,0.01,25.49,14.21,False,False,13.81,14.82,3.54,99.23,20.49
110021192,5200,47,490,1069,390,1771,1459,280.52,190,36.53,11,3692,18.5,0.0,24.47,14.03,False,False,8.05,20.04,2.79,99.89,15.08
110021193,5734,50,533,1341,600,2375,1941,338.45,351,61.2,23,4383,26.0,0.01,26.81,17.42,False,False,10.72,24.17,4.67,99.85,16.4
110021194,6810,55,490,1125,644,2300,1769,259.73,341,50.07,174,5723,142.5,0.02,24.71,14.04,False,False,9.77,18.55,3.82,99.15,15.08
110031195,7845,38,828,768,1131,2737,1899,242.03,566,72.14,182,4945,146.6,0.03,25.99,13.77,False,False,10.48,17.29,5.51,99.13,25.48
110031196,5356,39,820,1408,423,2287,1831,341.8,174,32.48,10,2912,22.9,0.01,27.13,17.24,False,False,10.11,24.41,2.48,99.86,25.23
110031197,6898,39,820,714,1024,2454,1738,251.92,528,76.53,70,4916,61.0,0.01,26.01,13.74,False,False,9.6,17.99,5.84,99.64,25.23
110031198,4616,42,727,1105,471,1976,1576,341.35,156,33.79,6,3028,12.3,0.0,26.45,16.53,False,False,8.7,24.38,2.58,99.93,22.37
110041199,9745,36,788,891,1243,3009,2134,218.96,386,39.61,234,6951,173.7,0.02,25.32,13.57,False,False,11.78,15.64,3.02,98.97,24.25
110041200,4369,41,739,1097,453,1861,1550,354.69,176,40.27,3,3140,6.0,0.0,26.78,16.94,False,False,8.56,25.34,3.07,99.96,22.74
110041201,7551,47,620,1217,745,2555,1962,259.8,304,40.25,86,5797,69.2,0.01,25.35,14.63,False,False,10.83,18.56,3.07,99.59,19.08
110041202,21360,38,766,2023,3177,7558,5200,243.43,1315,61.56,378,15661,279.6,0.02,31.01,22.67,False,False,28.71,17.39,4.7,98.34,23.57
110041203,16517,38,826,1592,3715,7003,5307,321.29,1094,66.23,622,11282,466.6,0.04,32.66,25.4,False,False,29.3,22.95,5.06,97.23,25.42
110041204,5998,30,660,308,317,1013,625,104.18,205,34.17,39,4331,27.3,0.01,20.42,5.44,False,False,3.45,7.44,2.61,99.84,20.31
110041205,19038,45,713,3272,2860,8242,6132,322.08,1147,60.24,112,14226,117.4,0.01,33.92,28.23,False,False,33.85,23.01,4.6,99.3,21.94
111011206,17864,44,745,1722,3250,7177,4972,278.31,951,53.23,1292,11824,956.9,0.07,30.46,22.32,False,False,27.45,19.88,4.06,94.32,22.92
111011207,5680,49,653,421,747,1778,1168,205.6,260,45.77,760,3924,550.9,0.12,22.82,10.22,False,False,6.45,14.69,3.49,96.73,20.09
111011208,25254,38,867,2690,6754,12827,9444,373.95,1775,70.28,1422,16621,995.4,0.06,40.17,37.1,False,False,52.14,26.71,5.37,94.09,26.68
111011209,24588,38,831,2546,5592,11445,8138,330.96,1642,66.78,717,17628,511.8,0.03,37.51,33.24,False,False,44.93,23.64,5.1,96.96,25.57
111011210,9504,41,617,630,1202,2788,1832,192.74,342,35.98,535,6449,377.2,0.05,23.59,11.67,False,False,10.11,13.77,2.75,97.76,18.98
111011211,3785,48,771,433,951,1783,1384,365.56,200,52.83,36,2738,25.2,0.01,26.98,16.85,False,False,7.64,26.11,4.03,99.85,23.72
111011212,12559,49,686,1268,2134,4684,3402,270.86,704,56.05,1314,8420,936.0,0.1,27.6,18.01,False,False,18.78,19.35,4.28,94.45,21.11
111011213,12568,45,894,1774,3529,6973,5303,421.91,817,65.0,60,8388,42.0,0.0,35.02,29.63,False,False,29.28,30.14,4.96,99.75,27.51
111011214,14694,45,802,1660,3513,7178,5173,352.02,1006,68.46,903,9486,637.8,0.06,32.8,25.84,False,False,28.56,25.14,5.23,96.22,24.68
111021215,10135,42,714,764,1548,3331,2312,228.1,478,47.16,184,7052,164.5,0.02,25.67,14.39,False,False,12.76,16.29,3.6,99.02,21.97
111021216,9691,43,709,918,1400,3453,2318,239.17,470,48.49,110,7665,77.0,0.01,25.96,14.87,False,False,12.8,17.08,3.7,99.54,21.82
111021217,16375,35,867,1655,3022,6912,4677,285.6,996,60.82,415,11282,291.4,0.02,31.18,22.71,False,False,25.82,20.4,4.64,98.27,26.68
111021218,18129,46,660,1639,2782,6088,4421,243.85,769,42.42,441,12082,391.5,0.03,29.01,20.43,False,False,24.41,17.42,3.24,97.68,20.31
111021219,13961,48,676,1305,2208,4976,3513,251.61,725,51.93,596,10067,443.6,0.04,27.79,18.19,False,False,19.39,17.97,3.96,97.37,20.8
111021220,9467,48,732,903,1543,3469,2446,258.34,440,46.47,143,7163,113.0,0.02,26.53,15.87,False,False,13.5,18.45,3.55,99.33,22.52
111021221,7254,38,774,584,942,2437,1526,210.34,401,55.27,34,5286,28.3,0.01,24.48,11.7,False,False,8.42,15.02,4.22,99.83,23.82
111031222,16600,37,937,2224,5465,9852,7689,463.16,1540,92.77,1138,10968,804.7,0.07,39.59,35.96,True,False,42.45,33.08,7.08,95.22,28.83
111031223,8561,39,633,506,699,1971,1205,140.74,314,36.67,76,6793,53.2,0.01,21.97,8.33,False,False,6.65,10.05,2.8,99.68,19.48
111031224,12772,40,877,1641,4161,7208,5802,454.24,997,78.06,2927,7129,2088.2,0.2,34.75,28.24,True,False,32.03,32.45,5.96,87.61,26.98
111031225,17343,40,907,2186,5729,10134,7915,456.35,1338,77.14,1402,11633,987.7,0.08,39.35,35.91,True,False,43.7,32.6,5.89,94.14,27.91
111031226,16429,34,876,1694,3853,7884,5547,337.61,1110,67.56,83,10677,58.1,0.01,33.89,27.28,False,False,30.62,24.12,5.16,99.66,26.95
111031227,15526,37,811,1516,4335,7685,5851,376.83,1286,82.82,1036,10633,773.5,0.07,34.49,28.25,False,False,32.3,26.92,6.32,95.41,24.95
111031228,14506,40,1091,2524,5854,10066,8378,577.51,1165,80.31,2869,7329,2008.3,0.2,41.98,38.54,True,False,46.25,41.25,6.13,88.08,33.57
111031229,12805,38,1149,2250,5924,9793,8174,638.29,1375,107.37,10093,1545,7090.3,0.6,38.8,26.27,True,False,45.13,45.59,8.2,57.92,35.35
111031231,12593,28,575,587,2102,3752,2689,213.51,498,39.54,1229,6399,866.6,0.11,24.87,14.27,False,False,14.85,15.25,3.02,94.86,17.69
111031232,8824,48,719,858,1700,3427,2558,289.86,841,95.3,466,6851,330.4,0.05,27.79,17.07,False,False,14.12,20.7,7.28,98.04,22.12
111031233,20958,40,714,1774,4620,8756,6394,305.07,1151,54.92,795,14252,575.4,0.04,33.56,27.57,False,False,35.3,21.79,4.19,96.59,21.97
111031234,12883,36,787,1236,3609,6402,4845,376.05,881,68.38,1449,8604,1029.6,0.1,32.29,25.17,False,False,26.75,26.86,5.22,93.89,24.22
111031235,9171,35,996,1472,3622,6212,5094,555.39,1014,110.55,1658,4965,1183.1,0.18,37.05,31.52,True,False,28.12,39.67,8.44,92.98,30.65
112011236,18629,53,663,1587,2975,6143,4562,244.87,871,46.75,1628,10044,1359.2,0.11,28.47,19.62,False,False,25.19,17.49,3.57,91.93,20.4
112011237,18327,46,747,2650,3602,8243,6252,341.12,994,54.23,382,12489,307.9,0.02,34.3,28.9,False,False,34.52,24.37,4.14,98.17,22.98
112011238,6958,43,886,1414,1903,3864,3317,476.65,342,49.14,70,4580,68.8,0.01,32.42,26.07,False,False,18.31,34.05,3.75,99.59,27.26
112011239,9170,44,723,1111,2097,3991,3208,349.8,420,45.8,882,5927,692.1,0.1,28.87,20.47,False,False,17.71,24.99,3.5,95.89,22.25
112011240,10914,39,837,1930,2752,5483,4682,428.95,438,40.13,800,5254,673.1,0.1,33.0,27.12,False,False,25.85,30.64,3.06,96.01,25.75
112011241,5643,49,628,595,745,1769,1340,237.42,261,46.24,253,3357,257.8,0.07,23.87,11.99,False,False,7.4,16.96,3.53,98.47,19.32
112011242,9236,42,916,1511,2792,5276,4303,465.84,574,62.14,332,5382,244.1,0.04,34.0,28.1,False,False,23.76,33.27,4.74,98.55,28.18
112011243,8896,46,654,1226,2023,3794,3249,365.18,358,40.24,243,5929,207.0,0.03,29.34,21.74,False,False,17.94,26.08,3.07,98.77,20.12
112021244,12298,43,602,854,931,2786,1785,145.13,487,39.6,609,8814,474.6,0.05,22.58,9.83,False,False,9.85,10.37,3.02,97.18,18.52
112021245,7381,48,556,1177,649,2462,1826,247.36,283,38.34,0,5140,20.4,0.0,24.72,13.86,False,False,10.08,17.67,2.93,99.88,17.11
112021246,13591,42,707,1207,2405,5291,3612,265.74,719,52.9,591,9002,413.7,0.04,28.34,18.98,False,False,19.94,18.98,4.04,97.54,21.75
112021247,7611,51,537,958,873,2408,1831,240.54,264,34.68,248,6013,199.1,0.03,24.33,13.48,False,False,10.11,17.18,2.65,98.82,16.52
112021248,15229,42,647,1115,2732,5217,3847,252.59,692,45.44,1421,10264,1145.9,0.09,27.55,18.31,False,False,21.24,18.04,3.47,93.2,19.91
112021249,15786,47,705,2568,3250,7572,5818,368.53,730,46.24,172,11293,153.7,0.01,33.96,28.96,False,False,32.12,26.32,3.53,99.09,21.69
112031250,14818,47,765,2052,3322,6947,5374,362.64,720,48.59,2045,7489,1709.9,0.16,31.95,24.97,False,False,29.67,25.9,3.71,89.85,23.54
112031251,9501,46,597,680,1267,2779,1947,204.9,541,56.94,1303,6194,935.5,0.12,23.76,11.99,False,False,10.75,14.64,4.35,94.45,18.37
112031252,10352,48,634,1471,1617,3978,3088,298.27,445,42.98,0,7096,27.0,0.0,28.02,19.15,False,False,17.05,21.31,3.28,99.84,19.51
112031253,14086,43,707,1536,2675,5553,4211,298.93,682,48.41,798,8088,611.1,0.07,29.68,21.49,False,False,23.25,21.35,3.7,96.37,21.75
112031254,20563,49,656,1725,3114,6630,4839,235.31,856,41.63,5920,8808,4175.8,0.28,26.15,16.37,False,False,26.72,16.81,3.18,75.22,20.18
112031550,16320,48,642,1466,2223,5523,3689,226.03,896,54.9,498,8450,348.6,0.04,27.65,17.88,False,False,20.37,16.14,4.19,97.93,19.75
112031551,3324,43,805,477,720,1586,1197,360.0,218,65.56,10,2153,7.0,0.0,26.88,16.15,False,False,6.61,25.71,5.01,99.96,24.77
112031552,8423,54,552,521,810,1994,1331,158.0,334,39.65,1281,4019,943.5,0.17,21.49,8.8,False,False,7.35,11.29,3.03,94.4,16.98
113011256,20569,37,833,2636,2906,7763,5542,269.42,927,45.07,2500,12679,1809.7,0.12,30.63,22.24,False,False,30.6,19.24,3.44,89.26,25.63
113011257,12760,40,831,3469,1210,6131,4679,366.66,573,44.9,240,8556,189.6,0.02,32.37,25.72,False,False,25.83,26.19,3.43,98.87,25.57
113011258,10330,37,746,1230,1242,3492,2472,239.28,590,57.11,884,6724,653.0,0.08,25.95,14.77,False,False,13.65,17.09,4.36,96.12,22.95
113011259,5905,44,646,945,588,2017,1533,259.57,394,66.71,156,4418,119.7,0.03,25.07,13.41,False,False,8.46,18.54,5.09,99.29,19.88
113021260,3522,47,707,725,334,1298,1059,300.6,254,72.1,0,2645,7.5,0.0,25.39,13.65,False,False,5.85,21.47,5.5,99.96,21.75
113021261,6667,42,656,558,830,1925,1388,208.16,339,50.84,145,4905,109.0,0.02,23.71,11.19,False,False,7.66,14.87,3.88,99.35,20.18
113021262,4744,47,712,939,484,1880,1423,299.89,224,47.21,10,3553,17.5,0.0,25.61,14.62,False,False,7.86,21.42,3.6,99.9,21.91
113031263,7705,51,592,847,840,2243,1687,218.92,351,45.55,46,6237,46.3,0.01,24.18,12.44,False,False,9.31,15.64,3.48,99.73,18.22
113031264,3715,44,713,709,355,1375,1064,286.33,184,49.52,172,2587,126.1,0.05,24.71,13.06,False,False,5.87,20.45,3.78,99.25,21.94
113031265,6351,41,737,923,570,1973,1493,235.04,541,85.17,191,4234,144.2,0.03,25.11,12.41,False,False,8.24,16.79,6.5,99.14,22.68
113031266,6603,48,640,1227,817,2631,2044,309.51,300,45.43,38,5164,52.1,0.01,26.53,16.64,False,False,11.28,22.11,3.47,99.69,19.69
113031267,16921,38,851,2077,3399,7590,5476,323.6,1392,82.26,1960,11901,1380.4,0.1,32.49,24.49,False,False,30.23,23.11,6.28,91.81,26.18
113031268,5605,30,841,546,1404,2525,1950,347.84,557,99.36,122,3505,86.3,0.02,28.47,17.71,False,False,10.77,24.85,7.59,99.49,25.88
113031269,22522,35,818,2150,4400,9155,6550,290.81,1838,81.61,1095,17180,775.5,0.04,34.11,27.16,False,False,36.16,20.77,6.23,95.4,25.17
113031270,11962,36,756,1189,2563,4875,3752,313.63,1369,114.44,2883,7366,2054.4,0.2,29.06,18.93,False,False,20.71,22.4,8.74,87.81,23.26
113031271,17788,36,856,3693,2903,8289,6596,370.79,2426,136.38,276,12141,214.2,0.02,37.07,31.05,False,False,36.42,26.49,10.41,98.73,26.34
114011272,9489,56,730,1457,1925,4163,3382,356.38,571,60.17,66,6581,190.5,0.03,29.96,21.81,False,False,18.67,25.46,4.59,98.87,22.46
114011273,3642,55,637,377,598,1275,975,267.64,402,110.35,18,3036,21.9,0.01,25.02,12.23,False,False,5.38,19.12,8.42,99.87,19.6
114011274,5105,55,621,526,744,1730,1270,248.73,372,72.86,66,4108,76.2,0.02,24.5,12.33,False,False,7.01,17.77,5.56,99.55,19.11
114011276,4844,52,792,667,1147,2229,1814,374.41,706,145.72,350,3724,247.1,0.06,29.13,18.11,False,False,10.01,26.74,11.12,98.53,24.37
114011277,16098,44,679,1584,2723,5790,4307,267.53,1494,92.8,440,11623,317.9,0.03,30.13,21.04,False,False,23.78,19.11,7.08,98.11,20.89
114011278,22584,37,654,1759,2465,6042,4224,187.03,2425,107.37,557,15272,438.2,0.03,28.6,17.86,False,False,23.32,13.36,8.2,97.4,20.12
114011279,15259,50,559,1052,1533,3829,2585,169.4,1127,73.85,230,11927,195.8,0.02,24.98,13.03,False,False,14.27,12.1,5.64,98.84,17.2
114011280,4694,61,505,322,398,1089,720,153.35,243,51.76,41,3739,82.1,0.02,21.2,7.43,False,False,3.98,10.95,3.95,99.51,15.54
114011281,3708,47,723,507,623,1557,1130,304.66,397,107.04,4,2545,7.6,0.0,26.16,13.99,False,False,6.24,21.76,8.17,99.95,22.25
114011282,17026,52,612,1666,2298,5317,3964,232.81,782,45.93,398,12770,413.0,0.03,27.94,18.78,False,False,21.88,16.63,3.51,97.55,18.83
114011283,5822,56,583,634,782,1932,1416,243.17,276,47.4,4,4568,73.9,0.02,24.14,12.54,False,False,7.82,17.37,3.62,99.56,17.94
114021284,13626,56,827,2041,3187,6472,5228,383.65,574,42.12,318,9712,231.3,0.02,33.49,27.75,False,False,28.86,27.4,3.22,98.63,25.45
114021285,6393,37,819,697,858,2327,1555,243.2,396,61.93,22,4529,20.2,0.0,25.37,12.96,False,False,8.58,17.37,4.73,99.88,25.2
114021286,10931,44,783,1405,2208,4682,3613,330.5,556,50.86,503,8123,370.1,0.04,29.74,21.3,False,False,19.95,23.61,3.88,97.8,24.09
114021287,10648,45,773,1342,1865,4276,3207,301.16,521,48.92,291,7791,254.1,0.03,28.59,19.31,False,False,17.71,21.51,3.74,98.49,23.78
114021288,3829,50,852,814,856,2025,1670,436.03,226,59.01,0,2882,5.7,0.0,29.07,20.18,False,False,9.22,31.15,4.5,99.97,26.22
114021289,7250,53,757,1273,1365,3391,2638,363.81,332,45.79,48,5671,44.1,0.01,28.85,20.22,False,False,14.56,25.99,3.5,99.74,23.29
115011290,24726,39,974,3903,8284,15717,12187,492.86,1877,75.91,3114,12039,2179.8,0.14,46.2,44.62,True,False,67.28,35.2,5.8,87.06,29.97
115011291,21683,40,1013,4008,7777,15253,11785,543.49,1693,78.08,1773,11624,1241.1,0.09,47.43,48.12,True,False,65.06,38.82,5.96,92.63,31.17
115011294,6361,48,949,1311,1815,4044,3126,491.35,358,56.27,70,3270,49.0,0.01,32.69,26.1,False,False,17.26,35.1,4.3,99.71,29.2
115011296,12683,44,1038,2624,4850,9316,7474,589.25,912,71.9,273,7519,191.1,0.02,42.02,41.2,True,False,41.26,42.09,5.49,98.87,31.94
115011553,7677,40,944,1311,2477,4895,3788,493.36,540,70.33,1591,3444,1113.7,0.22,33.07,26.22,False,False,20.91,35.24,5.37,93.39,29.05
115011554,5670,53,715,904,1558,3139,2462,434.14,304,53.61,721,2556,504.7,0.15,29.4,21.63,False,False,13.59,31.01,4.09,97.0,22.0
115011555,12189,43,929,2449,3984,8038,6433,527.73,815,66.86,631,6826,441.7,0.06,38.56,35.65,True,False,35.52,37.69,5.1,97.38,28.58
115011556,10419,40,978,1818,3627,6883,5445,522.55,661,63.44,2025,5251,1417.5,0.19,36.07,30.86,True,False,30.06,37.33,4.84,91.59,30.09
115011557,5183,41,1057,1123,1894,3877,3017,581.98,417,80.44,34,2793,23.8,0.01,34.85,29.07,False,False,16.66,41.57,6.14,99.86,32.52
115011558,19082,43,940,3422,7091,13300,10513,550.91,1549,81.17,174,10185,123.0,0.01,46.27,48.34,True,False,58.04,39.35,6.2,99.27,28.92
115011621,17709,38,995,3301,5724,11755,9025,509.6,1350,76.23,193,10279,135.1,0.01,43.15,42.77,True,False,49.83,36.4,5.82,99.2,30.62
115011622,11375,37,1143,2317,4012,8081,6329,556.35,894,78.59,1550,5668,1085.0,0.15,39.17,34.94,True,False,34.94,39.74,6.0,93.56,35.17
115021297,22479,44,906,4681,4940,12900,9621,427.98,1087,48.35,532,12882,422.8,0.03,41.73,40.79,False,False,53.12,30.57,3.69,97.49,27.88
115021298,5436,47,903,1127,1290,3089,2417,444.55,313,57.57,222,3237,157.5,0.05,30.46,22.34,False,False,13.34,31.75,4.39,99.07,27.78
115031299,2846,48,746,427,477,1172,904,317.53,139,48.82,4,1997,5.8,0.0,25.2,13.83,False,False,4.99,22.68,3.73,99.97,22.95
115031300,22161,40,907,3620,3704,10802,7324,330.48,1529,68.99,75,14632,79.8,0.01,36.81,31.87,False,False,40.44,23.61,5.27,99.53,27.91
115041301,11414,39,920,1937,1634,5531,3571,312.83,625,54.75,429,6879,342.9,0.05,29.86,20.6,False,False,19.72,22.35,4.18,97.97,28.31
115041623,10287,32,1274,1782,3340,6854,5122,497.86,814,79.12,40,6524,28.0,0.0,37.48,31.87,True,False,28.28,35.56,6.04,99.83,39.2
115041624,17401,33,1212,3388,5785,11815,9173,527.12,1394,80.11,1876,9235,1313.2,0.12,43.39,40.71,True,False,50.64,37.65,6.12,92.21,37.29
115041625,17581,37,1059,3577,5648,12005,9225,524.68,1592,90.55,703,9208,492.1,0.05,43.85,42.91,True,False,50.93,37.48,6.91,97.08,32.58
116011303,17032,34,796,1327,3147,6516,4474,262.67,1116,65.52,5671,7368,3969.7,0.3,27.02,16.61,False,False,24.7,18.76,5.0,76.44,24.49
116011304,20584,34,738,1454,3564,7567,5018,243.77,1168,56.74,572,11880,401.9,0.03,30.44,22.02,False,False,27.7,17.41,4.33,97.61,22.71
116011306,23384,36,747,1852,4487,9491,6339,271.07,1661,71.03,298,14035,212.8,0.01,33.53,26.84,False,False,35.0,19.36,5.42,98.74,22.98
116011307,25373,38,815,2849,5565,11897,8414,331.6,1755,69.17,963,17592,692.7,0.04,37.8,33.63,False,False,46.45,23.69,5.28,95.89,25.08
116011560,12646,36,744,976,1937,4631,2913,230.33,782,61.83,223,6647,156.1,0.02,27.03,16.12,False,False,16.08,16.45,4.72,99.07,22.89
116011561,17141,35,749,1153,2826,6131,3979,232.12,978,57.05,945,9315,661.5,0.06,28.32,18.52,False,False,21.97,16.58,4.36,96.07,23.05
116011626,14866,37,796,1453,3219,6775,4672,314.25,1001,67.33,1073,8940,755.6,0.08,31.15,23.04,False,False,25.79,22.45,5.14,95.52,24.49
116011627,11578,35,834,1101,2927,5537,4028,347.87,789,68.14,1923,4599,1346.1,0.21,30.29,21.66,False,False,22.24,24.85,5.2,92.01,25.66
116021309,15829,37,984,2500,5151,10288,7651,483.32,1397,88.25,9,9465,6.3,0.0,40.67,38.37,True,False,42.24,34.52,6.74,99.96,30.28
116021562,3668,36,1055,541,1124,2348,1665,453.8,379,103.3,9,2056,6.3,0.0,30.68,20.8,False,False,9.19,32.41,7.89,99.96,32.46
116021563,24670,34,968,3071,6556,13500,9627,390.22,2103,85.24,1068,11835,747.6,0.06,41.53,38.71,False,False,53.15,27.87,6.51,95.56,29.78
116021628,21058,35,1147,3690,6787,13867,10477,497.51,2000,94.97,976,10631,683.2,0.06,45.61,44.8,True,False,57.84,35.54,7.25,95.95,35.29
116021629,15524,32,1142,1877,4682,8925,6559,422.48,1185,76.33,21,9437,14.7,0.0,38.07,33.17,False,False,36.21,30.18,5.83,99.91,35.14
116021630,13844,32,964,1578,3155,6690,4733,341.86,1020,73.67,80,9602,63.2,0.01,32.98,25.18,False,False,26.13,24.42,5.62,99.62,29.66
116021631,10011,33,1208,1479,3383,6488,4862,485.62,939,93.79,19,6076,13.3,0.0,36.86,30.74,False,False,26.84,34.69,7.16,99.92,37.17
116021632,25130,31,1166,3608,8740,16052,12348,491.35,2156,85.79,3569,13075,2509.1,0.15,46.89,43.95,True,False,68.17,35.1,6.55,85.11,35.88
116021633,13034,36,1035,1901,3898,7679,5799,444.88,912,69.97,0,6594,0.0,0.0,36.8,31.9,True,False,32.02,31.78,5.34,100.0,31.85
116031313,18536,32,525,606,1007,2920,1613,87.02,637,34.36,399,11356,279.3,0.02,21.12,7.43,False,False,8.91,6.22,2.62,98.34,16.15
116031314,8374,34,813,595,1173,3033,1768,211.1,543,64.84,57,5344,39.9,0.01,25.15,12.39,False,False,9.76,15.08,4.95,99.76,25.02
116031315,21414,34,809,1466,3246,7781,4712,220.03,1329,62.06,151,11821,110.5,0.01,30.07,20.73,False,False,26.01,15.72,4.74,99.34,24.89
116031316,21551,31,653,1095,2005,5109,3100,143.84,913,42.36,1028,13725,721.7,0.05,24.72,13.11,False,False,17.11,10.27,3.23,95.72,20.09
116031317,22918,33,582,985,2291,5392,3276,142.94,958,41.8,4060,9429,2845.3,0.21,22.87,11.76,False,False,18.09,10.21,3.19,83.12,17.91
116031319,22826,36,763,1679,3625,8471,5304,232.36,1314,57.56,536,11779,390.5,0.03,30.81,22.41,False,False,29.28,16.6,4.39,97.68,23.48
117011320,508,33,1353,91,186,350,277,544.2,33,64.83,438,13,306.6,0.68,30.06,19.83,False,False,1.53,38.87,4.95,98.18,41.63
117011321,12960,36,1153,2410,3438,8004,5848,451.2,1549,119.51,6027,2772,4248.0,0.48,34.33,24.13,True,False,32.29,32.23,9.12,74.79,35.48
117011323,14762,35,881,1740,3650,7218,5390,365.1,1174,79.52,9214,3042,6451.6,0.53,28.63,17.23,False,False,29.76,26.08,6.07,61.71,27.11
117011634,8941,41,662,845,1835,3781,2680,299.71,565,63.18,4931,2833,3497.3,0.44,24.68,14.35,False,False,14.8,21.41,4.82,79.25,20.37
117011635,21573,30,994,3076,7067,13486,10143,470.15,2020,93.63,16166,3638,11344.4,0.57,34.58,14.64,True,False,56.0,33.58,7.15,32.68,30.58
