SAL_CODE_2021,synthetic_population,avg_age_synthetic,median_income_synthetic,mode_education_synthetic
SAL10643,3,25.333333333333332,492.0,Bachelor
SAL10645,5,42.8,1702.0,Certificate III/IV
SAL10646,60,35.96666666666667,1455.0,No qualification
SAL10648,14,42.142857142857146,931.0,Bachelor
SAL10650,1,73.0,1829.0,Certificate III/IV
SAL10652,4,43.75,987.5,Certificate III/IV
SAL10653,49,36.16326530612245,1440.0,Certificate III/IV
SAL10654,1,43.0,1286.0,Year 12
SAL10655,3,49.0,1918.0,Postgraduate
SAL10657,8,39.0,1330.5,Bachelor
SAL10659,273,38.07326007326007,1274.0,No qualification
SAL10660,4,44.0,1113.5,Certificate III/IV
SAL10661,6,24.666666666666668,3364.5,Diploma
SAL10663,3,38.0,898.0,No qualification
SAL10665,4,43.25,1542.0,Year 12
SAL10666,4,50.75,1230.5,Year 12
SAL10667,105,37.8,1334.0,No qualification
SAL10668,27,42.25925925925926,1460.0,Year 12
SAL10669,73,35.84931506849315,1266.0,No qualification
SAL10670,1,0.0,1167.0,No qualification
SAL10671,2,30.0,1029.0,Bachelor
SAL10672,1,21.0,958.0,Certificate III/IV
SAL10673,10,40.8,1766.0,Bachelor
SAL10675,7,31.571428571428573,1365.0,Certificate III/IV
SAL10677,7,41.57142857142857,1511.0,Bachelor
SAL10678,2,42.0,3695.5,Certificate III/IV
SAL10679,131,35.74809160305343,1275.0,Certificate III/IV
SAL10680,4,48.25,2003.5,No qualification
SAL10681,201,38.024875621890544,1285.0,No qualification
SAL10682,16,39.875,1532.0,No qualification
SAL10683,6,42.0,1605.0,Diploma
SAL10684,11,40.27272727272727,1614.0,Bachelor
SAL10685,3,46.666666666666664,953.0,Certificate III/IV
SAL10686,2,42.5,1302.0,Diploma
SAL10687,4,20.75,2760.0,Certificate III/IV
SAL10688,10,48.0,1433.0,Certificate III/IV
SAL10689,3,53.333333333333336,1983.0,No qualification
SAL10690,1,9.0,1684.0,Year 12
SAL10691,3,39.333333333333336,988.0,Certificate III/IV
SAL10692,1,31.0,843.0,No qualification
SAL10693,43,40.69767441860465,926.0,No qualification
SAL10694,24,32.25,1307.5,No qualification
SAL10695,2,20.5,417.0,Bachelor
SAL10696,4,17.5,1012.5,Year 12
SAL10697,8,32.875,1207.5,Diploma
SAL10698,119,36.15126050420168,1428.0,No qualification
SAL10699,3,30.0,2235.0,Certificate III/IV
SAL10701,2,59.0,903.5,No qualification
SAL10702,147,36.12925170068027,1560.0,No qualification
SAL10703,12,35.5,1231.0,No qualification
SAL10704,2,20.0,679.0,Certificate III/IV
SAL10705,11,34.18181818181818,742.0,No qualification
SAL10706,9,32.22222222222222,872.0,Bachelor
SAL10707,12,36.666666666666664,1079.5,Bachelor
SAL10708,4,31.0,782.0,No qualification
SAL10709,47,34.276595744680854,1263.0,No qualification
SAL10710,31,41.774193548387096,1395.0,No qualification
SAL10711,3,25.0,1694.0,Bachelor
SAL10712,9,44.22222222222222,1906.0,Bachelor
SAL10713,15,37.93333333333333,1602.0,No qualification
SAL10714,4,25.75,2743.0,Certificate III/IV
SAL10715,2,45.5,2558.0,Bachelor
SAL10716,698,37.76647564469914,1420.0,No qualification
SAL10717,53,37.471698113207545,1280.0,No qualification
SAL10718,170,37.529411764705884,1172.5,No qualification
SAL10719,1,0.0,286.0,No qualification
SAL10721,62,37.596774193548384,1071.5,No qualification
SAL10722,2,38.5,947.0,Bachelor
SAL10723,8,31.0,1023.5,Diploma
SAL10724,78,34.756410256410255,1481.0,No qualification
SAL10725,14,51.357142857142854,1826.5,Year 12
SAL10727,2,46.0,2011.0,Certificate III/IV
SAL10729,1,71.0,3656.0,Year 12
SAL10730,1,26.0,203.0,Postgraduate
SAL10731,240,38.5625,1363.0,No qualification
SAL10732,5,23.4,986.0,Bachelor
SAL10733,65,34.63076923076923,1366.0,No qualification
SAL10734,83,43.0722891566265,1417.0,No qualification
SAL10735,4,50.25,3141.0,Bachelor
SAL10736,3,41.333333333333336,516.0,Year 12
SAL10738,829,37.957780458383596,1364.0,No qualification
SAL10739,338,36.905325443786985,1306.0,No qualification
SAL10741,151,39.158940397350996,1356.0,No qualification
SAL10744,10,42.5,1502.5,Certificate III/IV
SAL10745,3,31.333333333333332,820.0,Diploma
SAL10747,192,38.145833333333336,1402.5,No qualification
SAL10749,115,36.93913043478261,1191.0,Certificate III/IV
SAL10750,1,33.0,1249.0,No qualification
SAL10751,6,32.333333333333336,1181.5,Certificate III/IV
SAL10753,3,21.0,1069.0,Bachelor
SAL10754,37,36.4054054054054,1102.0,Certificate III/IV
SAL10756,78,36.96153846153846,1406.0,No qualification
SAL10757,24,33.791666666666664,1115.0,No qualification
SAL10758,3,22.0,696.0,Diploma
SAL10759,3,51.666666666666664,1155.0,Certificate III/IV
SAL10760,2,30.0,830.0,No qualification
SAL10761,3,35.0,741.0,Bachelor
SAL10762,11,37.45454545454545,1218.0,Diploma
SAL10763,48,41.979166666666664,1407.0,No qualification
SAL10764,4,37.0,2117.5,No qualification
SAL10765,1,60.0,1355.0,Certificate III/IV
SAL10766,88,40.77272727272727,1561.0,No qualification
SAL10767,269,36.98141263940521,1434.0,No qualification
SAL10769,133,35.962406015037594,1371.0,No qualification
SAL10770,4,54.5,1318.5,No qualification
SAL10771,96,36.364583333333336,1197.5,No qualification
SAL10772,191,39.27225130890052,1425.0,No qualification
SAL10774,420,37.0,1310.0,No qualification
SAL10776,2,29.0,551.5,Bachelor
SAL10777,289,37.4878892733564,1314.0,No qualification
SAL10778,1,45.0,1951.0,Postgraduate
SAL10779,672,37.694940476190474,1335.5,No qualification
SAL10780,340,37.89411764705882,1290.5,Year 12
SAL10781,1061,38.7191328934967,1360.0,No qualification
SAL10783,8,44.625,1280.0,Bachelor
SAL10784,48,37.0,1494.0,No qualification
SAL10786,3,37.666666666666664,1048.0,Postgraduate
SAL10787,27,37.074074074074076,2090.0,Year 12
SAL10788,1,36.0,1120.0,No qualification
SAL10789,39,46.58974358974359,1078.0,No qualification
SAL10790,502,38.23107569721115,1392.0,No qualification
SAL10791,412,36.85436893203884,1326.5,No qualification
SAL10792,18,39.44444444444444,863.0,Certificate III/IV
SAL10793,8,26.0,1794.0,Certificate III/IV
SAL10794,1,36.0,9708.0,No qualification
SAL10795,106,41.66981132075472,1384.5,No qualification
SAL10796,379,39.72823218997362,1237.0,No qualification
SAL10797,45,32.82222222222222,1357.0,Year 12
SAL10798,20,35.0,1162.0,Certificate III/IV
SAL10799,1,86.0,1738.0,Bachelor
SAL10801,6,31.0,598.5,Certificate III/IV
SAL10803,27,33.7037037037037,1223.0,Certificate III/IV
SAL10804,5,39.2,1556.0,Bachelor
SAL10805,9,39.0,1041.0,Bachelor
SAL10806,1,10.0,2262.0,No qualification
SAL10807,10,30.1,1475.5,Certificate III/IV
SAL10808,265,39.39622641509434,1470.0,No qualification
SAL10809,53,40.56603773584906,1371.0,Certificate III/IV
SAL10810,145,39.90344827586207,1166.0,No qualification
SAL10811,39,41.12820512820513,1345.0,Certificate III/IV
SAL10812,17,36.470588235294116,1379.0,Certificate III/IV
SAL10813,6,27.666666666666668,1074.0,Certificate III/IV
SAL10814,473,39.01902748414376,1202.0,No qualification
SAL10815,525,36.66095238095238,1384.0,No qualification
SAL10816,1,47.0,2991.0,No qualification
SAL10817,1137,37.83289357959543,1362.0,No qualification
SAL10818,423,38.0661938534279,1336.0,No qualification
SAL10819,134,40.44776119402985,1504.5,No qualification
SAL10821,7,41.0,940.0,Bachelor
SAL10822,5,23.4,1279.0,Certificate III/IV
SAL10825,136,37.98529411764706,1379.0,No qualification
SAL10826,10,31.3,1048.0,No qualification
SAL10827,4,37.75,1217.0,No qualification
SAL10828,1,22.0,681.0,Year 12
SAL10829,84,38.42857142857143,1413.0,No qualification
SAL10830,1,57.0,957.0,Certificate III/IV
SAL10831,14,45.785714285714285,1207.5,No qualification
SAL10832,1,44.0,585.0,Year 12
SAL10833,13,31.46153846153846,1118.0,No qualification
SAL10834,1,35.0,2636.0,Bachelor
SAL10835,1,38.0,1019.0,Bachelor
SAL10836,45,40.8,1351.0,No qualification
SAL10837,111,36.027027027027025,1390.0,No qualification
SAL10838,4,38.75,1670.5,Year 12
SAL10840,43,40.116279069767444,1330.0,No qualification
SAL10841,1,22.0,261.0,Certificate III/IV
SAL10842,426,37.80046948356807,1302.5,No qualification
SAL10843,13,36.92307692307692,1019.0,No qualification
SAL10844,75,37.08,1172.0,No qualification
SAL10845,10,37.8,1804.5,No qualification
SAL10846,1589,38.72498426683449,1304.0,No qualification
SAL10847,6,21.333333333333332,2122.5,No qualification
SAL10848,134,37.90298507462686,1240.0,No qualification
SAL10849,48,44.708333333333336,1328.5,No qualification
SAL10850,130,38.16923076923077,1217.5,Year 12
SAL10851,661,36.85930408472012,1315.0,No qualification
SAL10852,81,44.41975308641975,1515.0,No qualification
SAL10854,2,51.5,1481.5,Certificate III/IV
SAL10855,86,33.174418604651166,1601.5,Year 12
SAL10856,46,39.95652173913044,1436.0,No qualification
SAL10857,1,12.0,3040.0,Postgraduate
SAL10858,48,38.5,1261.0,No qualification
SAL10859,2,17.5,1975.5,No qualification
SAL10860,3,36.0,673.0,No qualification
SAL10861,151,35.450331125827816,1372.0,No qualification
SAL10862,11,35.0,1333.0,Year 12
SAL10863,10,36.4,843.0,Year 12
SAL10864,254,38.70472440944882,1346.5,No qualification
SAL10865,36,38.77777777777778,1293.5,Certificate III/IV
SAL10866,6,30.5,1127.5,No qualification
SAL10867,1,29.0,645.0,Bachelor
SAL10868,1,59.0,1415.0,No qualification
SAL10869,12,39.25,1024.5,Certificate III/IV
SAL10870,8,31.375,1304.5,Bachelor
SAL10872,72,34.083333333333336,1306.5,Certificate III/IV
SAL10874,6,50.833333333333336,2324.5,No qualification
SAL10875,13,29.0,1193.0,Year 12
SAL10876,15,34.13333333333333,1331.0,Certificate III/IV
SAL10877,695,38.30503597122302,1313.0,No qualification
SAL10879,106,39.4622641509434,1538.0,No qualification
SAL10880,2,29.5,1882.5,Diploma
SAL10881,3,57.666666666666664,870.0,Certificate III/IV
SAL10882,2,11.5,1283.0,Postgraduate
SAL10883,17,37.705882352941174,1799.0,Certificate III/IV
SAL10884,559,38.56887298747764,1439.0,No qualification
SAL10885,2,36.0,459.0,No qualification
SAL10886,7,33.857142857142854,706.0,Year 12
SAL10888,93,39.666666666666664,1366.0,No qualification
SAL10889,1,5.0,1817.0,Year 12
SAL10890,3,27.333333333333332,652.0,No qualification
SAL10891,1031,38.024248302618815,1334.0,No qualification
SAL10892,51,39.0,1312.0,No qualification
SAL10893,7,39.714285714285715,718.0,Bachelor
SAL10894,2,61.0,371.0,Bachelor
SAL10895,75,38.093333333333334,1480.0,No qualification
SAL10896,5,48.0,695.0,No qualification
SAL10897,750,37.937333333333335,1295.5,No qualification
SAL10898,577,37.164644714038126,1382.0,No qualification
SAL10899,1,64.0,1537.0,No qualification
SAL10900,138,35.210144927536234,1143.0,No qualification
SAL10902,10,38.4,991.5,Year 12
SAL10903,8,29.25,1658.0,No qualification
SAL10904,66,40.56060606060606,1808.0,Certificate III/IV
SAL10905,2,32.5,1113.5,Bachelor
SAL10906,284,40.179577464788736,1411.5,No qualification
SAL10907,351,38.78632478632478,1575.0,No qualification
SAL10908,172,35.83139534883721,1395.5,Certificate III/IV
SAL10909,106,37.75471698113208,1394.0,No qualification
SAL10910,69,29.333333333333332,1238.0,No qualification
SAL10911,37,33.37837837837838,1124.0,No qualification
SAL10912,1,41.0,4445.0,Postgraduate
SAL10914,46,38.869565217391305,1476.0,Year 12
SAL10915,8,45.75,2468.5,Year 12
SAL10916,2,47.0,4830.0,Diploma
SAL10917,194,38.18041237113402,1338.0,No qualification
SAL10918,4,53.75,2394.5,Bachelor
SAL10919,90,41.32222222222222,1238.5,No qualification
SAL10920,6,52.0,1531.0,Year 12
SAL10921,23,42.78260869565217,1313.0,Bachelor
SAL10922,34,38.0,1835.0,Certificate III/IV
SAL10923,114,41.824561403508774,1348.5,No qualification
SAL10924,7,22.857142857142858,957.0,Diploma
SAL10925,1,44.0,1598.0,Certificate III/IV
SAL10927,74,36.86486486486486,1192.0,Year 12
SAL10928,14,34.57142857142857,1382.0,No qualification
SAL10929,1,39.0,1343.0,No qualification
SAL10930,1,16.0,847.0,Year 12
SAL10931,90,40.67777777777778,1118.5,No qualification
SAL10933,32,35.875,1346.0,Bachelor
SAL10934,63,40.76190476190476,1001.0,No qualification
SAL10935,11,45.36363636363637,1504.0,Year 12
SAL10937,188,36.84574468085106,1441.5,No qualification
SAL10938,39,34.1025641025641,1576.0,No qualification
SAL10939,8,29.875,730.0,Diploma
SAL10941,3,55.0,1316.0,Bachelor
SAL10942,77,40.66233766233766,1399.0,No qualification
SAL10943,8,39.375,975.0,Postgraduate
SAL10944,2,31.5,2596.5,Diploma
SAL10945,1,0.0,4496.0,No qualification
SAL10946,7,36.57142857142857,1807.0,Bachelor
SAL10947,3,31.333333333333332,1396.0,Diploma
SAL10948,147,38.34013605442177,1463.0,No qualification
SAL10949,1,34.0,708.0,Year 12
SAL10950,27,40.48148148148148,1024.0,Certificate III/IV
SAL10951,2,13.0,852.0,Certificate III/IV
SAL10952,5,50.0,2470.0,Certificate III/IV
SAL10953,153,35.71895424836601,1361.0,No qualification
SAL10954,1,48.0,2040.0,Certificate III/IV
SAL10955,1,33.0,1180.0,Year 12
SAL10956,1,21.0,5900.0,Diploma
SAL10957,3,12.666666666666666,1264.0,Diploma
SAL10958,8,45.375,968.5,Certificate III/IV
SAL10959,1046,37.67782026768642,1405.0,No qualification
SAL10961,2,46.0,889.5,Bachelor
SAL10962,2,51.5,825.0,Bachelor
SAL10963,2,30.0,1823.0,No qualification
SAL10964,40,43.5,1343.0,Year 12
SAL10965,187,38.668449197860966,1274.0,No qualification
SAL10966,51,37.450980392156865,1439.0,No qualification
SAL10967,2,49.0,1763.5,Certificate III/IV
SAL10968,9,34.111111111111114,1829.0,Certificate III/IV
SAL10969,19,38.578947368421055,1708.0,Year 12
SAL10970,329,39.92705167173252,1397.0,No qualification
SAL10971,180,35.11666666666667,1377.5,No qualification
SAL10972,13,33.38461538461539,1398.0,Diploma
SAL10973,6,43.5,1143.0,Certificate III/IV
SAL10974,1,38.0,2371.0,Certificate III/IV
SAL10975,8,43.75,1138.0,No qualification
SAL10976,10,39.5,1384.0,Bachelor
SAL10977,4,52.5,784.5,No qualification
SAL10978,6,42.5,1369.0,No qualification
SAL10979,26,37.30769230769231,1345.0,No qualification
SAL10981,1,34.0,1139.0,Postgraduate
SAL10983,3,54.666666666666664,1435.0,Bachelor
SAL10984,21,34.666666666666664,1551.0,No qualification
SAL10985,66,33.84848484848485,1271.0,No qualification
SAL10986,1,19.0,1372.0,Certificate III/IV
SAL10987,322,39.909937888198755,1341.5,No qualification
SAL10988,1,73.0,1388.0,Certificate III/IV
SAL10989,5,47.0,1339.0,Postgraduate
SAL10990,3,49.666666666666664,1278.0,Bachelor
SAL10991,3,33.666666666666664,1083.0,Bachelor
SAL10992,23,46.95652173913044,1114.0,No qualification
SAL10993,2,21.0,1239.0,Certificate III/IV
SAL10995,1,29.0,1577.0,Year 12
SAL10996,158,36.360759493670884,1259.0,No qualification
SAL10997,2,40.5,811.0,Certificate III/IV
SAL10998,2,32.0,3306.5,No qualification
SAL10999,570,37.48421052631579,1345.0,No qualification
SAL11000,254,36.496062992125985,1413.0,No qualification
SAL11001,488,38.02459016393443,1237.0,No qualification
SAL11002,129,37.44961240310077,1266.0,Certificate III/IV
SAL11003,21,38.95238095238095,1211.0,Certificate III/IV
SAL11005,16,43.25,1276.5,Certificate III/IV
SAL11006,21,37.04761904761905,1149.0,Year 12
SAL11007,4,9.5,2073.5,Bachelor
SAL11008,9,26.444444444444443,2010.0,No qualification
SAL11010,109,40.95412844036697,1326.0,No qualification
SAL11011,8,30.625,1948.5,Bachelor
SAL11012,12,25.5,899.0,Certificate III/IV
SAL11013,139,38.32374100719424,1213.0,No qualification
SAL11014,157,40.28025477707006,1285.0,No qualification
SAL11015,598,36.65886287625418,1392.5,No qualification
SAL11016,7,13.857142857142858,2299.0,Bachelor
SAL11017,4,42.75,984.0,Bachelor
SAL11018,10,42.7,801.5,Bachelor
SAL11019,167,37.69461077844311,1275.0,No qualification
SAL11020,3,33.0,1458.0,Certificate III/IV
SAL11021,4,31.0,2112.0,Certificate III/IV
SAL11022,10,28.2,2721.5,No qualification
SAL11023,14,35.142857142857146,1087.0,Year 12
SAL11024,54,36.611111111111114,1142.5,No qualification
SAL11025,89,37.49438202247191,1297.0,Bachelor
SAL11026,14,27.214285714285715,1203.5,No qualification
SAL11028,6,42.333333333333336,1484.5,Certificate III/IV
SAL11030,1,42.0,2020.0,Postgraduate
SAL11031,4,45.0,1426.5,Diploma
SAL11032,14,33.642857142857146,1609.0,No qualification
SAL11033,1,67.0,10000.0,Diploma
SAL11036,290,36.55862068965517,1342.0,No qualification
SAL11037,7,34.142857142857146,937.0,No qualification
SAL11038,28,29.035714285714285,1251.0,No qualification
SAL11040,1,21.0,742.0,Diploma
SAL11041,31,34.41935483870968,1271.0,No qualification
SAL11042,1,45.0,982.0,Bachelor
SAL11043,138,35.891304347826086,1311.5,Certificate III/IV
SAL11044,118,38.686440677966104,1399.0,No qualification
SAL11045,1,50.0,741.0,Year 12
SAL11046,10,24.1,1049.5,Year 12
SAL11047,24,42.0,1236.5,Certificate III/IV
SAL11048,5,42.6,1412.0,Year 12
SAL11049,19,31.105263157894736,1108.0,Year 12
SAL11051,11,38.09090909090909,1062.0,Year 12
SAL11052,282,37.63120567375886,1380.5,No qualification
SAL11053,272,37.286764705882355,1386.5,No qualification
SAL11054,4,50.0,1370.5,Bachelor
SAL11055,7,33.714285714285715,989.0,Certificate III/IV
SAL11056,106,40.867924528301884,1438.0,Year 12
SAL11057,2,37.5,882.5,Bachelor
SAL11058,5,38.0,1256.0,Certificate III/IV
SAL11059,1,45.0,1079.0,Year 12
SAL11060,20,40.15,988.5,Certificate III/IV
SAL11061,1,82.0,873.0,Bachelor
SAL11062,1,44.0,3397.0,Diploma
SAL11063,65,40.44615384615385,1448.0,Year 12
SAL11064,5,23.0,1264.0,Bachelor
SAL11065,40,40.65,1405.5,No qualification
SAL11068,5,55.4,1338.0,No qualification
SAL11070,155,39.36774193548387,1565.0,No qualification
SAL11072,4,25.25,3528.0,Year 12
SAL11073,60,38.6,1665.5,No qualification
SAL11074,6,31.0,1109.5,Bachelor
SAL11075,235,38.5531914893617,1251.0,No qualification
SAL11076,13,33.61538461538461,1042.0,Certificate III/IV
SAL11077,3,40.0,3541.0,Postgraduate
SAL11078,1,7.0,941.0,Postgraduate
SAL11080,228,38.93859649122807,1253.0,No qualification
SAL11081,1,56.0,1776.0,No qualification
SAL11082,280,37.31785714285714,1461.0,No qualification
SAL11084,1,43.0,10000.0,No qualification
SAL11085,1,20.0,1907.0,Certificate III/IV
SAL11086,5,47.0,605.0,Bachelor
SAL11089,3,50.333333333333336,2020.0,Bachelor
SAL11090,3,35.666666666666664,1467.0,Diploma
SAL11093,6,41.833333333333336,2960.5,No qualification
SAL11094,54,36.388888888888886,1163.5,No qualification
SAL11095,4,36.5,1428.0,No qualification
SAL11096,1,51.0,2195.0,No qualification
SAL11097,26,39.80769230769231,1551.0,No qualification
SAL11098,3,65.66666666666667,1073.0,Certificate III/IV
SAL11099,387,39.60723514211886,1383.0,No qualification
SAL11100,6,36.333333333333336,3031.5,Diploma
SAL11101,2,41.5,436.5,Diploma
SAL11102,12,34.583333333333336,1607.5,No qualification
SAL11103,5,28.4,720.0,Diploma
SAL11104,2,42.5,2262.0,Bachelor
SAL11105,614,37.23452768729641,1285.0,No qualification
SAL11107,4,37.5,1086.5,Bachelor
SAL11109,2,11.5,1688.0,Diploma
SAL11110,2,27.5,1652.5,No qualification
SAL11112,2,37.5,744.5,Certificate III/IV
SAL11113,429,37.52214452214452,1283.0,Year 12
SAL11114,93,35.473118279569896,1363.0,No qualification
SAL11115,63,35.77777777777778,1608.0,No qualification
SAL11116,178,39.12359550561798,1282.0,No qualification
SAL11117,97,38.329896907216494,1449.0,No qualification
SAL11118,1,24.0,2497.0,Bachelor
SAL11119,319,38.24764890282132,1358.0,No qualification
SAL11120,722,39.67590027700831,1420.5,No qualification
SAL11121,2,37.0,1263.0,Bachelor
SAL11122,3,53.333333333333336,1617.0,Bachelor
SAL11123,5,33.6,1444.0,Certificate III/IV
SAL11124,91,39.76923076923077,1093.0,No qualification
SAL11125,4,19.0,3508.0,No qualification
SAL11126,4,35.75,909.5,Certificate III/IV
SAL11128,20,37.85,1985.5,No qualification
SAL11129,22,41.81818181818182,1045.5,No qualification
SAL11131,3,13.666666666666666,1094.0,Diploma
SAL11132,186,37.956989247311824,1380.0,No qualification
SAL11133,4,34.25,1207.5,Certificate III/IV
SAL11135,447,37.89485458612975,1294.0,No qualification
SAL11136,410,38.0390243902439,1365.0,No qualification
SAL11137,5,26.2,1984.0,No qualification
SAL11138,2,38.5,513.5,Certificate III/IV
SAL11139,10,41.7,1474.5,Bachelor
SAL11141,22,38.40909090909091,1643.5,Year 12
SAL11142,1,46.0,911.0,Diploma
SAL11143,1,52.0,1125.0,No qualification
SAL11144,32,37.8125,1320.5,Year 12
SAL11145,10,29.4,1179.5,Certificate III/IV
SAL11146,12,38.583333333333336,1443.0,Year 12
SAL11147,128,37.9921875,1197.0,No qualification
SAL11148,51,31.352941176470587,1329.0,No qualification
SAL11149,8,24.5,2161.0,Diploma
SAL11150,2,32.5,867.5,No qualification
SAL11152,3,37.666666666666664,1750.0,Bachelor
SAL11155,87,39.41379310344828,1265.0,No qualification
