Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Darlington (Sydney - NSW),SAL11215,46234.981989784515,3.0758714969241283,3436.9688764860007,6.433697881066308,98.7012987012987,4606.9719753930285,8047.619047619048,89.08088235294117,73.72979214780601,780,27,2.3,6819.85294117647,2597,3200,650,0.9467455621301775,2392
Darlington Point,SAL11216,3641.8911132503704,82.91182501708818,3542.6414900888585,96.27477785372523,3.2809295967190706,3824.3335611756665,9571.428571428572,10.0,11.76470588235294,736,44,2.3,1.4199031267645397,1030,1083,200,0.33956939799331104,1312
Daruka,SAL11220,8887.28313484926,92.61790840738209,4812.70984278879,53.15276828434723,45.11278195488722,7658.92002734108,10000.0,10.0,29.931972789115648,976,44,2.9,27.819125106579765,770,2167,425,0.5123738965952082,2327
Davidson,SAL11221,53488.07738428978,52.69993164730007,5018.117608599244,8.381749829118249,82.84347231715653,8270.676691729323,10000.0,80.41039590199738,54.44670739986422,1046,45,3.1,1082.079180399476,2725,3250,1000,0.7170172084130019,3254
Davistown,SAL11223,8569.55027859836,15.44771018455229,3418.6238066290916,38.892686261107315,30.963773069036225,3168.147641831852,9785.714285714286,83.07873820168902,23.608017817371937,699,48,2.4,1615.7476403378041,2602,2167,420,0.7154176295807197,1380
Dean Park,SAL11226,7745.790041826541,35.74846206425154,3756.4434474546415,47.49658236500342,40.80656185919344,4104.57963089542,10000.0,85.5172641883847,27.867746288798923,753,35,2.9,2103.4528376769413,3180,2102,400,0.6441924609255286,1846
Dee Why,SAL11229,12776.218886804032,84.75734791524265,4963.600335530879,37.8503075871497,78.4688995215311,8448.393711551606,9571.428571428572,84.56272901196536,50.02790957298353,1065,36,2.3,7572.878498005773,23354,2457,550,0.532394366197183,2106
Delungra,SAL11236,2898.6206334815993,44.77101845522898,2797.3373205741627,95.50580997949419,1.845522898154477,984.2788790157211,10000.0,10.0,9.157509157509157,555,45,2.5,0.9402257143458886,625,1004,200,0.4174636174636175,1054
Denham Court,SAL11237,20997.45729763906,54.13533834586466,4748.89861287957,21.616541353383454,79.15242652084757,7699.931647300067,9619.04761904762,69.40990647593138,50.613562970936485,981,33,3.2,682.2971942779415,9129,2784,548,0.6549047282992237,2448
Denhams Beach,SAL11238,3595.4403092710104,15.242652084757346,2629.930648093087,72.14627477785372,18.796992481203006,2040.3280929596717,8000.0,81.28748307216095,18.684210526315788,629,61,2.3,1257.4966144321918,650,1529,385,0.5609636786107375,1323
Deniliquin,SAL11239,3404.953394432889,69.10457963089543,3278.4138755980866,95.28366370471633,25.63226247436774,3099.7949419002052,9357.142857142859,10.0,21.504112808460636,695,47,2.2,7.69667718331855,7432,1083,230,0.3596015495296071,1221
Denistone,SAL11240,28483.920201552693,50.99111414900889,4806.637197101388,15.874914559125088,92.13943950786057,7552.973342447027,10000.0,87.35575009948269,65.96119929453262,970,43,2.9,2471.1500198965377,3726,2902,600,0.6904044409199049,2683
Denistone East,SAL11241,35799.33810835567,27.546138072453864,4410.806350459091,11.320915926179083,89.8838004101162,6233.766233766234,10000.0,91.40893470790378,62.70270270270271,879,41,3.1,3281.786941580756,2292,2974,650,0.7807823575741665,2424
Denistone West,SAL11242,17342.28990243433,36.36363636363637,4317.8508601580415,23.89781271360218,88.4483937115516,5926.17908407382,10000.0,89.75077881619937,60.836501901140686,855,42,3.1,2950.1557632398753,947,2500,600,0.6747638326585695,2579
Denman,SAL11243,4375.556842423494,61.79084073820916,3511.975051264525,79.2634996582365,2.734107997265892,3544.0874914559126,9785.714285714286,10.0,10.566037735849058,721,43,2.4,15.610185967805812,1821,1650,280,0.5281126640349941,1427
Dharruk,SAL11250,4690.7152657419565,12.16678058783322,2823.1020130294746,59.184894053315105,30.69036226930964,1001.3670539986329,10000.0,89.89858766061379,23.427991886409735,556,35,3.0,2979.717532122757,2806,1733,350,0.7192861095738793,1467
Diamond Beach,SAL11253,4865.96516302789,44.97607655502392,3420.8267259056734,69.3010936431989,44.087491455912506,3198.906356801094,9785.714285714286,10.0,29.508196721311474,700,50,2.4,97.0659607324068,1012,1658,400,0.5465934065934066,1331
Dolans Bay,SAL11268,95928.89281831353,62.747778537252216,5286.908153069453,4.511278195488714,79.35748462064251,9166.097060833903,10000.0,88.47859622059391,50.93833780160858,1215,41,3.2,2695.7192441187817,699,4000,800,0.7597340930674265,3542
Dolls Point,SAL11269,10900.843045264995,76.28161312371839,4673.689886779012,41.874572795625426,60.01367053998633,7857.142857142857,9142.857142857143,85.52428506581934,38.35051546391753,996,44,2.1,7412.619155696777,1633,2383,451,0.5521316033364226,1708
Dondingalong,SAL11274,3175.8695924460917,26.247436773752565,2686.3667122351335,83.58680792891319,3.896103896103896,731.3738892686262,9857.142857142859,10.0,12.096774193548388,528,51,2.5,8.571879179844528,712,1225,330,0.5354020979020979,1164
Doonside,SAL11277,6769.3576182202905,15.857826384142173,3244.7340236261584,46.93267259056733,57.14285714285714,2382.091592617908,10000.0,86.42459131952603,36.58217497955846,647,36,2.9,2284.9182639052065,13614,2100,350,0.7490191416002854,1582
Dora Creek,SAL11279,5077.298437804581,44.63431305536569,3460.9441241235872,67.16507177033493,30.48530416951469,3622.693096377307,9428.57142857143,52.31831211122594,23.366555924695458,726,51,2.3,169.54936333677827,1739,1744,380,0.554354736172918,1401
Dorrigo,SAL11280,2747.1209590647036,15.037593984962406,2338.4890635680113,84.12508544087491,35.064935064935064,1028.7081339712918,8071.4285714285725,10.0,25.442834138486315,560,56,2.0,29.94610194995005,1214,1300,300,0.5357142857142857,925
Double Bay,SAL11283,16988.54208086627,90.70403280929597,5306.800187058296,30.23752563226246,98.29118250170882,9924.812030075187,9142.857142857143,94.36625047294741,72.94226044226045,1662,39,2.1,5938.958254508765,4709,3000,720,0.41655095806720355,3077
Douglas Park,SAL11285,11522.839089682338,50.8544087491456,4319.134996582365,36.48325358851674,33.49282296650718,6025.290498974709,10000.0,10.0,24.504249291784703,861,42,3.1,51.7730205037597,1386,2368,446,0.6346823907799518,2250
Dover Heights,SAL11286,79995.998964215,71.9753930280246,5420.371413070838,5.775803144224199,96.51401230348598,9589.883800410116,10000.0,96.34712837837839,70.68819031435854,1404,41,3.0,4269.425675675676,4044,4333,798,0.7121959237343852,3877
Drummoyne,SAL11296,20654.294189395136,85.85099111414901,5303.05709252392,24.675324675324674,88.7218045112782,9562.542720437457,9571.428571428572,98.80394788104411,61.234632487575205,1388,42,2.3,5199.342019825982,12011,3200,600,0.5320328086898691,2776
Dudley,SAL11303,9994.770727396775,96.44565960355435,5082.815717728529,49.85475051264525,78.74231032125769,8499.658236500341,10000.0,61.97035788033186,50.38488453463961,1075,39,2.7,459.1107364099557,2505,2324,420,0.4988908765652952,2487
Duffys Forest,SAL11304,163723.56040411274,58.988380041011624,5288.282192000254,2.2300068352700038,75.66643882433355,9193.43814080656,10000.0,50.33878740657374,48.07017543859649,1223,43,3.2,110.16362219721236,509,6134,625,1.157431284986477,4250
Dulwich Hill,SAL11306,11501.408412547162,93.09637730690362,5065.808306819644,43.045112781954884,89.06356801093644,8954.203691045795,9357.142857142859,90.2827654460625,61.57641119779716,1157,38,2.2,6619.539092322918,14046,2500,470,0.498637058706203,2095
Dunbogan,SAL11313,3158.225995256124,2.1189336978810664,2007.362398133127,62.55980861244019,27.477785372522213,745.0444292549556,7071.4285714285725,51.657272584938156,22.39057239057239,529,63,2.0,149.71817754814467,1020,1600,370,0.6979787698124181,947
Dundas (NSW),SAL11315,12857.50671451053,21.052631578947366,3846.0906790644162,28.913192071086797,79.63089542036911,4360.902255639097,10000.0,92.87155831050887,51.14503816793893,764,37,2.8,3574.311662101773,4959,2500,428,0.7551349174385824,1962
Dundas Valley,SAL11316,15254.434722407557,11.004784688995215,3624.6747385854683,22.761449077238552,80.58783321941216,3622.693096377307,10000.0,91.26973137635004,51.95350339037779,726,38,2.8,3253.9462752700083,5875,2672,428,0.8493324856961221,1835
Dunedoo,SAL11319,2846.331230148511,39.23444976076555,2719.637388926863,94.54887218045113,7.997265892002734,1373.8892686261108,9214.285714285716,10.0,14.315789473684209,585,51,2.2,0.7337541840543109,1097,1083,200,0.4272189349112426,985
Dungog,SAL11323,3095.7613340037137,28.84483937115516,2685.525346427979,85.74846206425154,23.171565276828435,1339.7129186602872,9071.428571428572,58.68572259800713,20.42648709315376,582,52,2.2,360.5716779402138,1983,1300,300,0.5154639175257731,1045
Dunoon,SAL11328,5637.827889375894,54.61380724538619,3732.2382091592617,65.19993164730006,55.980861244019145,4046.4798359535203,10000.0,10.0,36.0,749,42,2.6,27.691060073117583,840,1869,350,0.5758447160316319,1510
Duns Creek,SAL11329,7879.56762876369,66.98564593301435,4234.015379357485,52.734107997265895,43.67737525632263,5731.373889268626,10000.0,10.0,29.354838709677416,845,42,2.9,21.006962616991093,582,2167,355,0.5918070095584889,2236
Dural (Hornsby - NSW),SAL11331,40139.82310289889,31.57894736842105,4537.47364645073,10.304169514695829,76.07655502392345,6688.311688311688,10000.0,54.38115633364484,48.508137432188065,909,45,3.0,231.43469000934527,7900,3033,600,0.76999238385377,2489
Eagle Vale,SAL11344,6192.025239728649,40.94326725905673,3625.0858359219324,57.544429254955574,39.91797676008203,3667.1223513328778,10000.0,86.49158329363189,27.532679738562095,728,36,3.0,2298.3166587263777,5789,1907,400,0.6045012679628065,1785
Earlwood,SAL11346,27098.47500979823,21.326042378673957,4195.447766298252,14.482228298017759,76.21326042378675,5529.733424470267,10000.0,91.09173886690199,48.57712324216587,837,44,2.8,3218.347773380397,18053,2817,570,0.7766749379652605,2164
East Branxton,SAL11349,5831.4951633643095,95.14695830485304,4413.501146350614,74.68386876281613,6.698564593301436,6647.300068352699,9619.04761904762,83.59767803272695,13.615560640732266,907,33,2.7,1719.535606545388,1881,1733,380,0.4409295225171741,2024
East Corrimal,SAL11351,7744.246686189493,57.89473684210527,4101.751108813748,51.96514012303486,61.44907723855092,5591.25085440875,9571.428571428572,87.2265764161026,39.23647932131495,840,39,2.3,2445.31528322052,3432,2167,361,0.5953296703296703,1518
East Hills,SAL11354,11000.806506941577,31.78400546821599,3960.8542936185995,35.00512645249488,61.92754613807245,4764.183185235816,10000.0,86.80716137621751,39.386792452830186,789,41,2.6,2361.432275243501,3370,2500,375,0.7312079555425564,1829
East Jindabyne,SAL11355,9733.534984892663,96.03554340396445,5031.4658236500345,50.69207108680793,53.1784005468216,8380.041011619958,10000.0,10.0,34.244372990353696,1056,37,2.7,21.64440693919281,1067,2167,497,0.4735576923076923,2349
East Kempsey,SAL11357,3314.9976563144633,46.75324675324675,2990.9866584575348,89.2259056732741,13.875598086124402,2129.1866028708137,9357.142857142859,58.54855923159018,16.478190630048463,635,41,2.2,356.4567769477054,1336,1252,300,0.45499697153240465,1116
East Killara,SAL11358,151270.00613186572,22.624743677375257,4524.141570949961,1.9907723855092314,98.97470950102529,6609.706083390294,10000.0,76.91555388376905,74.18967587034814,905,43,3.2,907.4666165130714,2895,3900,1000,0.994475138121547,3005
East Kurrajong,SAL11359,16390.447074528314,59.94531784005468,4699.845864661655,27.6742993848257,27.751196172248804,7300.068352699933,10000.0,10.0,22.461814914645103,949,38,3.4,61.84224192864702,2203,2600,500,0.6322444678609063,2757
East Lindfield,SAL11360,130605.8059272634,54.27204374572796,5189.415925189209,2.9733424470266527,98.90635680109364,8824.333561175667,10000.0,82.95966530787385,74.15730337078652,1132,43,3.1,1591.9330615747695,3710,4000,990,0.8154389779831477,3457
East Ryde,SAL11364,48133.03811739703,62.474367737525625,5161.388256908575,9.723171565276829,85.71428571428571,8742.310321257688,10000.0,86.5391654465593,57.986111111111114,1114,43,3.0,2307.8330893118596,2522,3346,735,0.6931363071398978,3240
Eastern Creek,SAL11369,6094.1889833612895,19.480519480519483,3240.813055365687,52.178742310321255,38.995215311004785,2901.572112098428,9428.57142857143,10.0,27.076923076923077,683,32,3.3,42.778131271107625,874,1950,400,0.6588579795021963,1861
Eastgardens,SAL11370,18739.191765051157,68.55775803144223,4912.217182403243,25.213602187286398,83.3902939166097,8728.639781271359,9023.809523809525,84.37185929648241,54.877574815390595,1113,31,2.4,7604.6901172529315,4086,2760,650,0.5722579307484967,2232
Eastlakes,SAL11371,7526.8884204814385,8.954203691045796,3102.3590922709573,40.217019822282985,73.34244702665755,2067.6691729323306,9785.714285714286,90.84689903125935,45.765321835540504,631,40,2.4,3169.379806251872,6347,2167,380,0.7925149335608923,1300
Eastwood (NSW),SAL11372,17724.773355797373,14.490772385509226,3817.9137577665265,20.53998632946002,91.59261790840738,4254.9555707450445,10000.0,92.99534113660866,64.89887640449437,760,39,2.8,3599.0682273217312,18695,2730,450,0.8289473684210525,1945
Ebenezer (NSW),SAL11374,15557.321528948847,30.963773069036225,4161.875939849624,25.75187969924812,21.941216678058783,5512.645249487355,10000.0,10.0,20.0,836,38,3.3,49.4558031649884,1081,2600,450,0.7177033492822967,2261
Eden,SAL11378,3405.268280109855,17.703349282296653,2618.8444976076557,75.90567327409431,19.480519480519483,1264.5249487354752,8928.57142857143,10.0,18.974358974358974,577,53,2.2,39.19944208077659,3350,1517,270,0.6067191041194507,1025
Edensor Park,SAL11380,8279.320093744864,2.734107997265892,2780.7876334001035,32.58714969241285,52.83663704716336,837.3205741626795,10000.0,91.60313358100468,34.12493546721735,538,39,3.4,3320.626716200937,10279,2167,450,0.92951100943666,1817
Edgecliff,SAL11382,16257.322787607802,84.89405331510595,5135.3360080910425,30.587833219412175,94.60013670539986,9719.753930280245,8714.285714285716,83.055729492799,68.42397336293008,1510,39,1.9,7824.0450845335,2499,3000,600,0.45848191543555783,2321
Edgeworth,SAL11384,4957.72319570792,48.18865345181135,3488.298771837197,69.3609022556391,15.105946684894054,3417.6349965823647,9785.714285714286,80.3194495229864,17.106616386698665,713,39,2.4,1063.8899045972807,6401,1733,360,0.5609019311684108,1435
Edmondson Park,SAL11386,20708.339109225017,53.315105946684895,4725.9742049132265,21.821599453178408,84.07382091592618,7928.913192071086,9238.095238095239,83.69527662208658,55.85160202360877,1008,31,3.4,1739.0553244173157,12080,2800,550,0.6410256410256411,2562
Eglinton (NSW),SAL11389,6638.020035105645,96.2406015037594,4618.392230576441,68.57484620642515,38.0041011619959,7177.033492822966,9809.52380952381,10.0,26.764500349406013,941,34,2.9,47.4555655515449,3012,1805,415,0.44265511321834383,2054
Elanora Heights,SAL11392,82915.48963265441,49.00888585099111,5016.018735432733,5.049555707450452,75.5980861244019,8270.676691729323,10000.0,80.90868051077003,47.988736926790025,1046,41,3.2,1181.7361021540048,4581,3586,750,0.7911457567289307,3052
Elderslie (Camden - NSW),SAL11394,11874.39498452003,73.95762132604237,4693.389112627225,38.52529049897471,46.684894053315105,7382.091592617909,9809.52380952381,82.50142829937155,30.76717455225875,955,34,2.8,1500.2856598743097,7878,2383,480,0.5758356826419654,2150
Eleebana,SAL11396,9685.256008819411,71.83868762816131,4488.483937292963,45.343472317156525,70.06151742993848,6517.42993848257,10000.0,81.576670128072,43.69394618834081,900,45,2.7,1315.3340256143995,6460,2167,495,0.5556410256410257,2227
Elermore Vale,SAL11397,5671.055183979817,42.447026657552975,3549.7588106667376,61.594326725905674,58.09979494190021,3400.5468215994533,10000.0,81.0988380288781,37.035830618892504,712,42,2.5,1219.7676057756207,6057,1842,380,0.5970181503889369,1567
Elizabeth Bay,SAL11398,11118.909902982492,90.43062200956938,4976.187186279769,43.75427204374573,95.35201640464798,9938.482570061518,7857.142857142857,11.673973694699082,69.20723935763446,1676,43,1.5,19442.00876843364,4878,2582,500,0.35551679823756194,2116
Elizabeth Hills,SAL11400,16098.473851136405,16.609706083390293,3827.981601731602,22.77853725222147,66.43882433356117,5307.587149692413,8809.523809523811,89.28571428571428,41.79331306990882,822,31,3.8,2857.142857142857,3208,2513,560,0.7055025266704099,2413
Ellalong,SAL11401,5638.800544962063,44.90772385509227,3578.711209842789,62.465823650034174,12.440191387559809,3578.263841421736,10000.0,10.0,16.0472972972973,723,35,3.0,38.14993971123517,1351,1798,400,0.5738908394510054,1697
Ellis Lane,SAL11408,11127.623276818129,55.36568694463432,4378.259594555584,38.34586466165413,51.05946684894054,6182.501708817498,10000.0,54.60827903768538,33.093525179856115,875,44,3.1,238.24837113056122,852,2370,428,0.6250549450549451,2269
Emerald Beach,SAL11414,7234.216356530295,61.38072453861928,4072.0528644459887,55.28879015721121,56.664388243335615,5157.21120984279,10000.0,52.60123346767579,36.43892339544513,811,41,2.7,178.0370040302736,2677,1950,463,0.5548705302096177,1813
Emerton,SAL11416,3945.984203178748,13.67053998632946,2689.445815800154,67.15652768284347,17.97676008202324,1045.7963089542038,9428.57142857143,87.80691964285714,18.337730870712402,562,32,2.9,2561.3839285714284,2295,1618,320,0.6643854366274294,1238
Emmaville,SAL11417,1986.005258752141,13.260423786739576,1954.1110731373892,97.39405331510595,0.9569377990430622,198.22282980177718,7571.4285714285725,10.0,7.659574468085106,463,58,1.9,0.8161676838324777,505,840,150,0.41867419837182257,748
